date,month,hour,scc_pm,scc_ws,scc_wd2,iors_pm,iors_wd2,iors_ws,sma_se_pm,sma_se_o3,sma_se_no2,sma_se_co,sma_se_so2,sma_sw_pm,sma_sw_o3,sma_sw_no2,sma_sw_co,sma_sw_so2,sma_ne_pm,sma_ne_o3,sma_ne_no2,sma_ne_co,sma_ne_so2,sma_nw_pm,sma_nw_o3,sma_nw_no2,sma_nw_co,sma_nw_so2,sma_c_pm,sma_c_o3,sma_c_no2,sma_c_co,sma_c_so2,sma_c_pm_12aft
2015-05-12 2:00,0.363636364,0.043478261,0.067510854,0.741064818,1,0.005899705,0,0.344405905,0.021594684,0.227382388,0.040201005,0.095238095,0.101449275,0.027287319,0.242504997,0.023622047,0.06557377,0.131944444,0.034773218,0.208633094,0.052706553,0.123893805,0.077625571,0.033407572,0.188405797,0.075757576,0.1,0.076923077,0.017730496,0.187242798,0.063122924,0.071428571,0.154639175,29
2015-05-12 3:00,0.363636364,0.086956522,0.037829233,0.673083395,1,0.026548673,0,0.306385628,0.033222591,0.243667069,0.020100503,0.095238095,0.115942029,0.052568218,0.261492338,0.020758769,0.106557377,0.131944444,0.048596112,0.238437821,0.022792023,0.115044248,0.077625571,0.046770601,0.202898551,0.051515152,0.1,0.076923077,0.047281324,0.209876543,0.03654485,0.071428571,0.154639175,33
2015-05-12 4:00,0.363636364,0.130434783,0.071172214,0.537793633,0.857142857,0.02359882,0,0.276814301,0.049833887,0.24185766,0.01758794,0.158730159,0.115942029,0.045077582,0.245502998,0.022190408,0.163934426,0.111111111,0.047516199,0.243576567,0.028490028,0.168141593,0.059360731,0.06013363,0.202898551,0.054545455,0.12,0.076923077,0.044917258,0.209876543,0.03986711,0.125,0.175257732,31.66666667
2015-05-12 5:00,0.363636364,0.173913043,0.103068017,0.407888537,0.857142857,0.03539823,0,0.203441836,0.015503876,0.267189385,0.01758794,0.126984127,0.115942029,0.041332263,0.287475017,0.025053686,0.114754098,0.104166667,0.036285097,0.246659815,0.035612536,0.14159292,0.068493151,0.056792873,0.215320911,0.063636364,0.1,0.076923077,0.033096927,0.226337449,0.049833887,0.089285714,0.175257732,27.66666667
2015-05-12 6:00,0.363636364,0.217391304,0.118769899,0.374234368,0.857142857,0.089970501,1,0.172536464,0.013289037,0.285283474,0.040201005,0.111111111,0.101449275,0.038523274,0.269487009,0.057981389,0.12295082,0.118055556,0.026457883,0.2672148,0.066951567,0.123893805,0.059360731,0.031180401,0.219461698,0.106060606,0.1,0.076923077,0.035460993,0.222222222,0.102990033,0.089285714,0.154639175,31.66666667
2015-05-12 7:00,0.363636364,0.260869565,0.071360347,0.389715286,0.714285714,0.072271386,1,0.159196016,0.024916944,0.227382388,0.103015075,0.142857143,0.101449275,0.047351525,0.207528314,0.115246958,0.163934426,0.125,0.05075594,0.220966084,0.126780627,0.150442478,0.050228311,0.064587973,0.169772257,0.175757576,0.18,0.076923077,0.037825059,0.164609053,0.189368771,0.125,0.175257732,32
2015-05-12 8:00,0.363636364,0.304347826,0.090911722,0.371542034,0.714285714,0.067846608,1,0.178762006,0.044850498,0.19119421,0.120603015,0.19047619,0.115942029,0.065810594,0.178547635,0.149606299,0.229508197,0.138888889,0.041036717,0.174717369,0.162393162,0.212389381,0.077625571,0.066815145,0.142857143,0.212121212,0.22,0.096153846,0.06855792,0.131687243,0.209302326,0.178571429,0.175257732,27.66666667
2015-05-12 9:00,0.363636364,0.347826087,0.168813314,0.463081376,0.714285714,0.069321534,1,0.195659907,0.071428571,0.202050663,0.120603015,0.222222222,0.173913043,0.073836276,0.202531646,0.130994989,0.229508197,0.173611111,0.052915767,0.175745118,0.173789174,0.256637168,0.123287671,0.083518931,0.15320911,0.193939394,0.22,0.134615385,0.075650118,0.135802469,0.23255814,0.232142857,0.216494845,25.33333333
2015-05-12 10:00,0.363636364,0.391304348,0.160101302,0.5431783,0.857142857,0.079646018,1,0.198772679,0.086378738,0.216525935,0.120603015,0.206349206,0.188405797,0.081861958,0.214523651,0.141016464,0.204918033,0.194444444,0.103671706,0.195272354,0.163817664,0.238938053,0.159817352,0.062360802,0.161490683,0.175757576,0.24,0.153846154,0.096926714,0.150205761,0.22923588,0.196428571,0.257731959,17.33333333
2015-05-12 11:00,0.363636364,0.434782609,0.215209841,0.486639295,0.857142857,0.103244838,1,0.203886517,0.093023256,0.225572979,0.123115578,0.222222222,0.217391304,0.076243981,0.231512325,0.126700072,0.196721311,0.208333333,0.111231102,0.181911614,0.206552707,0.230088496,0.178082192,0.077951002,0.15320911,0.236363636,0.16,0.192307692,0.125295508,0.144032922,0.255813953,0.160714286,0.257731959,15.66666667
2015-05-12 12:00,0.363636364,0.47826087,0.215209841,0.542505216,0.857142857,0.109144543,0.857142857,0.202552472,0.094684385,0.25814234,0.108040201,0.222222222,0.260869565,0.105136437,0.254497002,0.135289907,0.213114754,0.229166667,0.114470842,0.220966084,0.168091168,0.256637168,0.223744292,0.109131403,0.173913043,0.233333333,0.14,0.211538462,0.113475177,0.172839506,0.249169435,0.214285714,0.278350515,18.66666667
2015-05-12 13:00,0.363636364,0.52173913,0.260188133,0.5431783,0.857142857,0.1179941,0.857142857,0.239461046,0.129568106,0.316043426,0.085427136,0.19047619,0.246376812,0.152487961,0.343437708,0.086614173,0.196721311,0.229166667,0.14362851,0.288797533,0.128205128,0.238938053,0.269406393,0.144766147,0.254658385,0.163636364,0.12,0.230769231,0.163120567,0.248971193,0.19269103,0.196428571,0.319587629,21.66666667
2015-05-12 14:00,0.363636364,0.565217391,0.223921852,0.568082385,0.857142857,0.119469027,0.857142857,0.270811099,0.15282392,0.361278649,0.08040201,0.174603175,0.275362319,0.15329053,0.384410393,0.079455977,0.172131148,0.243055556,0.17512599,0.334018499,0.108262108,0.212389381,0.278538813,0.171492205,0.296066253,0.136363636,0.12,0.25,0.19858156,0.311728395,0.161129568,0.169642857,0.340206186,17.66666667
2015-05-12 15:00,0.363636364,0.608695652,0.228277858,0.496735545,0.857142857,0.107669617,0.857142857,0.312166489,0.149501661,0.381182147,0.08040201,0.158730159,0.275362319,0.140449438,0.415056629,0.081842042,0.159836066,0.25,0.180165587,0.355601233,0.106837607,0.185840708,0.305936073,0.182628062,0.300207039,0.13030303,0.14,0.288461538,0.226950355,0.320987654,0.181063123,0.169642857,0.340206186,17.66666667
2015-05-12 16:00,0.363636364,0.652173913,0.228683068,0.528370465,0.714285714,0.119469027,0.857142857,0.290154749,0.142857143,0.372135103,0.08040201,0.111111111,0.231884058,0.134028892,0.404563624,0.105225483,0.169398907,0.25,0.1587473,0.344295992,0.131054131,0.17699115,0.296803653,0.20935412,0.302277433,0.15,0.16,0.25,0.21749409,0.28600823,0.222591362,0.142857143,0.360824742,16
2015-05-12 17:00,0.363636364,0.695652174,0.189479016,0.343945615,0.857142857,0.115044248,0.857142857,0.288153682,0.149501661,0.357659831,0.09798995,0.142857143,0.231884058,0.163991439,0.376582278,0.130994989,0.172131148,0.282407407,0.163066955,0.340184995,0.136752137,0.17699115,0.305936073,0.177060134,0.296066253,0.186363636,0.16,0.25,0.189125296,0.269547325,0.242524917,0.142857143,0.319587629,17.33333333
2015-05-12 18:00,0.363636364,0.739130435,0.135079595,0.261829441,1,0.10619469,0.857142857,0.317280327,0.159468439,0.330518697,0.125628141,0.158730159,0.231884058,0.163723917,0.348434377,0.135289907,0.147540984,0.256944444,0.164146868,0.314491264,0.158119658,0.185840708,0.287671233,0.153674833,0.296066253,0.154545455,0.12,0.288461538,0.21749409,0.271604938,0.235880399,0.142857143,0.319587629,20.66666667
2015-05-12 19:00,0.363636364,0.782608696,0.090303907,0.321060779,0.857142857,0.088495575,0.857142857,0.348852721,0.15448505,0.317852835,0.128140704,0.158730159,0.188405797,0.156500803,0.341439041,0.118110236,0.163934426,0.215277778,0.197804176,0.299075026,0.160968661,0.194690265,0.196347032,0.178173719,0.283643892,0.145454545,0.1,0.211538462,0.219858156,0.265432099,0.222591362,0.142857143,0.216494845,17
